index,frase_id,total_annotations,identidade,aparencia,papel_social,habilidades,valores,comportamentos,outros,valid_annotations,majority_vote,agreement_rate,frase,tem_padrao,real_class
5894,1675169,1,1,0,0,0,0,0,0,1,identidade,50.0,ele era diferente.,Male,sim
5895,1675298,3,1,0,0,0,1,1,0,3,identidade,50.0,E acha os homens chatos.,Male,sim
5896,1676289,2,1,0,0,0,0,1,0,2,identidade,50.0,"""Miguel era um ladrão de banco, ele andava injuriado.",Male,sim
5897,1676305,3,0,0,0,0,0,2,1,3,comportamentos,100.0,E com uma bala na barriga ele foi trancafiado.,Male,sim
5898,1676580,5,1,1,0,1,0,1,1,5,outros,50.0,"""Homem forte todos diziam, o seu poder todos sabiam.",Male,sim
5899,1676581,5,1,0,0,1,1,2,0,5,comportamentos,100.0,"Ele não é vulnerável, nada pode lhe machucar.",Male,sim
5900,1676582,2,1,0,0,1,0,0,0,2,identidade,50.0,"Homem forte, homem forte, homem forte.",Male,sim
5901,1676592,3,0,2,0,1,0,0,0,3,aparencia,100.0,"Homem forte, homem forte, homem forte"".",Male,sim
5902,1676826,1,1,0,0,0,0,0,0,1,identidade,50.0,Ser como eles banais.,Male,sim
5903,1677155,3,1,0,1,0,0,1,0,3,identidade,50.0,Pra ser um homem feliz.,Male,sim
5904,1677195,1,0,0,0,0,0,1,0,1,comportamentos,50.0,"O garoto morreu, ele foi massacrado, a camisa que ele usava era do time errado.",Male,sim
5905,1677224,1,1,0,0,0,0,0,0,1,identidade,50.0,E as garotas são iguais.,Female,sim
5906,1677614,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Ela foi tão gentil.,Female,sim
5907,1677808,5,1,2,0,1,0,1,0,5,aparencia,100.0,"Garotas bonitas,fugas espetaculares.",Female,sim
5908,1677810,2,0,2,0,0,0,0,0,2,aparencia,100.0,"Garotas bonitas,amores impossiveis.",Female,sim
5909,1677852,1,1,0,0,0,0,0,0,1,identidade,50.0,"Que ele é feito, que ele é feito para se machucar.",Male,sim
5910,1678049,3,2,0,0,0,0,1,0,3,identidade,100.0,"Judy é uma garota punk, Suzy gosta de metal.",Female,sim
5911,1678106,2,1,0,1,0,0,0,0,2,identidade,50.0,Não é que ela fosse pobre.,Female,sim
5912,1678125,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Até aqui ela era tida como louca por conversar com planetas.,Female,sim
5913,1678273,1,1,0,0,0,0,0,0,1,identidade,50.0,Ainda faz dela uma garota forte.,Female,sim
5914,1679640,4,2,0,1,0,0,1,0,4,identidade,100.0,E um homem solitário no cais.,Male,sim
5915,1679740,0,0,0,0,0,0,0,0,0,,0.0,Minh’alma me tornava um homem rico.,Male,sim
5916,1679901,5,1,2,0,0,0,2,0,5,aparencia,100.0,Garotas sinceras de sorriso bem pequeno.,Female,sim
5917,1680016,3,2,1,0,0,0,0,0,3,identidade,100.0,"Ela é loira, galega, é infame.",Female,sim
5918,1680315,3,2,0,0,0,0,1,0,3,identidade,100.0,"Me abraça qual filha pequena,.",Female,sim
5919,1680385,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Ela é branca como a neve, paraíso andino.",Female,sim
5920,1680624,5,2,0,0,1,1,1,0,5,identidade,100.0,Numa outra encarnação ela era a deusa da verdade.,Female,sim
5921,1680630,0,0,0,0,0,0,0,0,0,,0.0,Essa mulher é uma fogueta.,Female,sim
5922,1680635,1,1,0,0,0,0,0,0,1,identidade,50.0,Essa garota é uma fogueta e aconteça o que aconteça.,Female,sim
5923,1680637,3,1,1,0,0,0,1,0,3,comportamentos,50.0,Essa garota é uma fogueta.,Female,sim
5924,1680909,2,0,2,0,0,0,0,0,2,aparencia,100.0,Ela é a garota mais bonita do colégio.,Female,sim
5925,1680937,3,1,0,0,1,1,0,0,3,identidade,50.0,garota espetacular..,Female,sim
5926,1681016,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Ela estava debruçada sobre a mesa de sinuca.,Female,sim
5927,1682298,0,0,0,0,0,0,0,0,0,,0.0,Será que ele está perdido.,Male,sim
5928,1682317,2,0,0,0,0,0,1,1,2,comportamentos,50.0,Será que ele não está errado.,Male,sim
5929,1682395,3,1,1,1,0,0,0,0,3,identidade,50.0,Me abraça qual filha pequena.,Female,sim
5930,1682466,3,1,0,0,0,1,1,0,3,identidade,50.0,Daquela garota tão cheia de solidão que era há anos atrás.,Female,sim
5931,1682686,0,0,0,0,0,0,0,0,0,,0.0,Ás vezes vejo o homem velho.,Male,sim
5932,1682705,3,1,2,0,0,0,0,0,3,aparencia,100.0,Às vezes vejo o homem velho.,Male,sim
5933,1682785,2,0,0,0,0,0,1,1,2,outros,50.0,E ela é ignorada.,Female,sim
5934,1682911,3,1,0,0,0,0,1,1,3,identidade,50.0,Porém ele era o cantor de jazz.,Male,sim
5935,1682917,1,0,0,0,1,0,0,0,1,habilidades,50.0,Pois ele era o cantor de jazz.,Male,sim
5936,1683448,3,0,0,2,0,1,0,0,3,papel_social,100.0,Tão miserável como um homem rico.,Male,sim
5937,1683462,4,2,0,0,0,1,1,0,4,identidade,100.0,"A mim bastava o teu calor, só isso eu seria um homem rico mesmo sem grana”.",Male,sim
5938,1683803,2,0,2,0,0,0,0,0,2,aparencia,100.0,"Era aquela, toda tarde ele ia ver tão bela.",Male,sim
5939,1683874,3,1,0,1,0,1,0,0,3,identidade,50.0,Rainha falsa sem rei.,Female,sim
5940,1683916,3,2,1,0,0,0,0,0,3,identidade,100.0,A mãe da minha garota é uma tentação.,Female,sim
5941,1687167,2,1,0,0,0,1,0,0,2,identidade,50.0,João não é brinquedo.,Male,sim
5942,1687258,1,1,0,0,0,0,0,0,1,identidade,50.0,Ele é o mito desse sertão.,Male,sim
5943,1688604,2,1,0,0,1,0,0,0,2,identidade,50.0,Foi quando conheci uma garota especial.,Female,sim
5944,1688614,3,2,0,0,0,0,1,0,3,identidade,100.0,Não continuo com a garota especial.,Female,sim
5945,1688885,3,1,0,0,0,0,1,1,3,outros,50.0,"Eu já cansei de zóio gordo, talarico e mina zica.",Female,sim
5946,1689444,1,0,0,0,0,1,0,0,1,valores,50.0,Zumbi é santo sim que eu sei.,Male,sim
5947,1689604,2,1,0,0,0,1,0,0,2,identidade,50.0,Mulher boa é todo dia.,Female,sim
5948,1691619,1,0,0,0,1,0,0,0,1,habilidades,50.0,E diziam que aos 8 ele iria ser cantor.,Male,sim
5949,1691631,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Ou ele foi egoísta?.,Male,sim
5950,1692144,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Ela anda calada.,Female,sim
5951,1692269,2,1,0,0,0,0,0,1,2,identidade,50.0,"disponha, ele é tão descompensado.",Male,sim
5952,1693544,3,2,1,0,0,0,0,0,3,identidade,100.0,"Mara, ô mulher maravilhosa.",Female,sim
5953,1697400,0,0,0,0,0,0,0,0,0,,0.0,Que mina loka.,Female,sim
5954,1698621,3,1,0,1,1,0,0,0,3,identidade,50.0,Garota excitante vem ser minha amante.,Female,sim
5955,1699162,2,1,0,0,0,0,1,0,2,identidade,50.0,"Ele é fazendeiro, eu não quero dinheiro.",Male,sim
5956,1699739,1,0,1,0,0,0,0,0,1,aparencia,50.0,Menina linda eu vou te levar.,Female,sim
5957,1700517,2,0,0,0,0,1,1,0,2,valores,50.0,Perdão foi feito pra se pedir.,Male,sim
5958,1702455,1,1,0,0,0,0,0,0,1,identidade,50.0,Hoje sou mulher não sou mais menina (2x).,Female,sim
5959,1702554,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Sei que essa ariranha gosta de homem casado.,Male,sim
5960,1702573,3,2,0,0,0,0,1,0,3,identidade,100.0,Eu sei que essa ariranha gosta de homem casado.,Male,sim
5961,1702796,2,1,0,0,0,0,1,0,2,identidade,50.0,Menina tão louca eu quero te beijar.,Female,sim
5962,1702991,3,2,1,0,0,0,0,0,3,identidade,100.0,Mexendo ela não é brincadeira.,Female,sim
5963,1703547,1,0,1,0,0,0,0,0,1,aparencia,50.0,Mulher bonita o ano inteiro.,Female,sim
5964,1703571,1,1,0,0,0,0,0,0,1,identidade,50.0,Ela sorridente e eu quase louco.,Female,sim
5965,1703602,3,1,1,0,0,0,0,1,3,identidade,50.0,Tem sempre homens diferentes.,Male,sim
5966,1704105,0,0,0,0,0,0,0,0,0,,0.0,Só ela mesma.,Female,sim
5967,1705199,1,0,1,0,0,0,0,0,1,aparencia,50.0,Abraçar moça bonita.,Female,sim
5968,1705211,4,1,0,0,1,0,2,0,4,comportamentos,100.0,As garotas carinhosas.,Female,sim
5969,1705737,2,1,0,0,0,0,1,0,2,identidade,50.0,Ela é triste de mais e lembra você.,Female,sim
5970,1705953,1,0,1,0,0,0,0,0,1,aparencia,50.0,Que menina elegante.,Female,sim
5971,1706600,1,0,0,0,0,0,0,1,1,outros,50.0,Que é sempre o marido quando vem sendo traído.,Male,sim
5972,1706764,2,1,0,0,0,0,1,0,2,identidade,50.0,Me fazendo com que eu sinta o homem mais feliz do mundo isso é real pra mim.,Male,sim
5973,1707047,4,2,0,0,0,0,2,0,4,identidade,100.0,Mas o homem preguiçoso só sabe ficar na cama.,Male,sim
5974,1707216,2,0,2,0,0,0,0,0,2,aparencia,100.0,"Veja que felicidade, a mulher já tá gordinha.",Female,sim
5975,1707770,2,1,0,0,1,0,0,0,2,identidade,50.0,O homem era valente.,Male,sim
5976,1707994,2,2,0,0,0,0,0,0,2,identidade,100.0,A família dessa moça é uma gente cretina.,Female,sim
5977,1708062,3,1,0,0,1,0,1,0,3,identidade,50.0,Fiquei um moço ladino..,Male,sim
5978,1708092,2,2,0,0,0,0,0,0,2,identidade,100.0,Eu sou um moço ladino.,Male,sim
5979,1708321,1,1,0,0,0,0,0,0,1,identidade,50.0,Eu sempre fui um rapaz decente.,Male,sim
5980,1708362,3,2,0,0,0,0,1,0,3,identidade,100.0,a garota era muito bacana.,Female,sim
5981,1708470,2,0,2,0,0,0,0,0,2,aparencia,100.0,Tem uma mulher bonita.,Female,sim
5982,1708525,1,1,0,0,0,0,0,0,1,identidade,50.0,Mas meu argumento ele é tão pequeno.,Male,sim
5983,1708630,4,1,0,0,0,1,2,0,4,comportamentos,100.0,a mulher quando é mal criada.,Female,sim
5984,1709191,3,1,0,0,0,1,1,0,3,identidade,50.0,Ele é capaz de mover montanhas.,Male,sim
5985,1709628,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Minha musa inspiradora, minha miss.",Female,sim
5986,1709718,2,1,0,0,0,0,1,0,2,identidade,50.0,Sou um homem infeliz.,Male,sim
5987,1710093,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Certa fez me perguntaram porque sou um homem triste.,Male,sim
5988,1710181,2,1,0,0,0,0,1,0,2,identidade,50.0,Apesar de homem rude.,Male,sim
5989,1710554,1,1,0,0,0,0,0,0,1,identidade,50.0,No jogo desta vida mulher é loteria.,Female,sim
5990,1710854,2,0,2,0,0,0,0,0,2,aparencia,100.0,Muitas mulheres bonitas de distantes paradeiros.,Female,sim
5991,1710928,2,1,0,0,0,0,1,0,2,identidade,50.0,Fiquei um homem descrente.,Male,sim
5992,1710948,2,0,2,0,0,0,0,0,2,aparencia,100.0,Se vejo mulher bonita.,Female,sim
5993,1711089,1,0,1,0,0,0,0,0,1,aparencia,50.0,Uma joia de menina mais bonita que uma flor.,Female,sim
5994,1711382,3,1,2,0,0,0,0,0,3,aparencia,100.0,"É fascinante, muito bonita a mulher carioca.",Female,sim
5995,1711387,2,0,0,1,1,0,0,0,2,papel_social,50.0,É muito culta e trabalhadora a mulher paulista.,Female,sim
5996,1711391,4,1,1,0,1,1,0,0,4,aparencia,50.0,Pode ser linda qual uma jóia a mulher goiana.,Female,sim
5997,1711415,2,2,0,0,0,0,0,0,2,identidade,100.0,Brasil a mulher gentil do.,Female,sim
5998,1711639,1,0,0,0,0,0,0,1,1,outros,50.0,Conheço a sensível mulher brasileira de tranças compridas.,Female,sim
5999,1711657,2,2,0,0,0,0,0,0,2,identidade,100.0,Meu senhor onipotente.,Male,sim
6000,1711852,3,1,2,0,0,0,0,0,3,aparencia,100.0,Depois o seriado de um homem biônico.,Male,sim
6001,1712014,3,0,2,0,0,0,1,0,3,aparencia,100.0,A menina é linda e o seu pai é uma fera.,Female,sim
6002,1712023,2,0,1,1,0,0,0,0,2,aparencia,50.0,E por um momento deixou a filha sozinha.,Female,sim
6003,1712107,3,1,2,0,0,0,0,0,3,aparencia,100.0,Minha linda mulher maravilha.,Female,sim
6004,1712328,2,1,0,1,0,0,0,0,2,identidade,50.0,"Ela é a rainha, eu sou um coitado.",Female,sim
6005,1712365,0,0,0,0,0,0,0,0,0,,0.0,A mulher mais bonita do mundo.,Female,sim
6006,1712482,3,2,0,0,1,0,0,0,3,identidade,100.0,Será que ela está feliz.,Female,sim
6007,1712491,4,2,0,0,0,1,1,0,4,identidade,100.0,O homem mais triste do mundo.,Male,sim
6008,1712516,2,0,2,0,0,0,0,0,2,aparencia,100.0,Da mulher mais bonita do mundo!).,Female,sim
6009,1712517,2,2,0,0,0,0,0,0,2,identidade,100.0,O homem mais feliz do mundo.,Male,sim
6010,1712519,0,0,0,0,0,0,0,0,0,,0.0,"Ela é a mulher mais divina,.",Female,sim
6011,1712560,3,1,1,0,0,0,0,1,3,outros,50.0,e ela inteira lambuzada.,Female,sim
6012,1712608,1,0,1,0,0,0,0,0,1,aparencia,50.0,O menina bonitinha.,Female,sim
6013,1712627,4,1,0,0,0,1,2,0,4,comportamentos,100.0,O menina danadinha.,Female,sim
6014,1712676,1,1,0,0,0,0,0,0,1,identidade,50.0,"Ser filho, ser filha não é brincadeira.",Female,sim
6015,1712763,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Se ela der mole.,Female,sim
6016,1712790,3,2,0,0,0,0,1,0,3,identidade,100.0,é sua mãe e ele mesmo não sabe.,Male,sim
6017,1712792,4,2,0,0,0,0,1,1,4,identidade,100.0,como ela é covarde ela manchou.,Female,sim
6018,1713239,6,2,0,1,0,2,1,0,6,identidade,100.0,Sou o seu marido não sou objeto.,Male,sim
6019,1713261,4,1,1,0,1,0,1,0,4,identidade,50.0,ela é muito gostosa e safada demais.,Female,sim
6020,1713265,6,1,2,0,1,1,1,0,6,aparencia,100.0,ela é sensual e adora andar na rua se mostrando.,Female,sim
6021,1713350,3,1,0,0,0,0,1,1,3,outros,50.0,Mulher mal amada sofre mais não perde a posição.,Female,sim
6022,1713453,3,1,2,0,0,0,0,0,3,aparencia,100.0,Mulher loira ou morena.,Female,sim
6023,1713711,3,2,0,0,0,0,1,0,3,identidade,100.0,que por ela também estava apaixonado.,Female,sim
6024,1713972,3,2,0,0,1,0,0,0,3,identidade,100.0,Menina mulher já sabe bem o que quer.,Female,sim
6025,1714189,2,1,0,0,0,0,1,0,2,identidade,50.0,"Ô mulher perigosa,.",Female,sim
6026,1714570,2,0,2,0,0,0,0,0,2,aparencia,100.0,"E ela, é uma menina linda.",Female,sim
6027,1715052,2,1,1,0,0,0,0,0,2,identidade,50.0,Era a moça mais bonita.,Female,sim
6028,1715126,6,2,0,1,1,2,0,0,6,identidade,100.0,O mundo habitado por homens leais.,Male,sim
6029,1715583,0,0,0,0,0,0,0,0,0,,0.0,De um certo tempo pra cá me tornei um homem chato.,Male,sim
6030,1715622,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Se mandou pra outras bandas ninguém sabe onde ele anda e a filha tá abandonada.,Female,sim
6031,1715636,2,0,2,0,0,0,0,0,2,aparencia,100.0,Ela é tão bonita parece uma flor.,Female,sim
6032,1716367,3,2,0,1,0,0,0,0,3,identidade,100.0,se transformou em mulher moderna.,Female,sim
6033,1716472,2,0,0,1,1,0,0,0,2,habilidades,50.0,A senhora é responsável por um sucesso aparente.,Female,sim
6034,1716476,3,2,0,0,0,0,0,1,3,identidade,100.0,"Minha mãe é a lavoura de milho, arroz e feijão.",Female,sim
6035,1716542,4,1,1,0,1,1,0,0,4,identidade,50.0,"Mulher maravilha, modelo do mundo,.",Female,sim
6036,1716549,2,1,1,0,0,0,0,0,2,identidade,50.0,"Pra colar no corpo, da mulher mais linda,.",Female,sim
6037,1716622,1,0,0,0,0,0,1,0,1,comportamentos,50.0,E você não vê que ela é mulher não é só na cama.,Female,sim
6038,1716625,5,2,2,1,0,0,0,0,5,identidade,100.0,Mulher é a beleza do mundo.,Female,sim
6039,1716896,5,2,2,0,1,0,0,0,5,identidade,100.0,que mulher divina tão cheia de glória.,Female,sim
6040,1716898,4,1,0,1,1,1,0,0,4,identidade,50.0,que mulher divina cheia de graça.,Female,sim
6041,1717307,3,1,1,0,0,0,1,0,3,comportamentos,50.0,dar uma surra na mulher mais bela.,Female,sim
6042,1717310,1,0,1,0,0,0,0,0,1,aparencia,50.0,Desta vez a menina bonita vai apanhar no fim da novela.,Female,sim
6043,1717346,2,1,1,0,0,0,0,0,2,identidade,50.0,Olhei para ela vi tão diferente.,Female,sim
6044,1717461,2,0,2,0,0,0,0,0,2,aparencia,100.0,A moça mais linda que eu conheci.,Female,sim
6045,1717496,1,0,0,0,0,0,1,0,1,comportamentos,50.0,hoje ela volta quase louca de desejo.,Female,sim
6046,1717565,2,0,1,0,0,0,0,1,2,outros,50.0,ela estava tão divina seu corpinho de menina.,Female,sim
6047,1717569,2,1,1,0,0,0,0,0,2,identidade,50.0,ela é tão atraente seu jeitinho.,Female,sim
6048,1717601,3,1,1,0,1,0,0,0,3,identidade,50.0,Uma mulher bem bonita e atraente.,Female,sim
6049,1717617,2,1,1,0,0,0,0,0,2,identidade,50.0,"É amiga e senhora, é uma deusa é uma dama.",Female,sim
6050,1717618,2,0,0,0,1,1,0,0,2,habilidades,50.0,Ela é muito sincera.,Female,sim
6051,1717624,2,2,0,0,0,0,0,0,2,identidade,100.0,É mulher perfeita.,Female,sim
6052,1718028,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Musa perfeita, olhos de luar.",Female,sim
6053,1718303,3,0,2,0,0,0,1,0,3,aparencia,100.0,Ela é gostosa e vai pra balada toda cheirosa.,Female,sim
6054,1718304,2,1,0,0,0,0,1,0,2,identidade,50.0,"Ela é metida, e chama atenção ela tá carente.",Female,sim
6055,1718646,3,1,0,2,0,0,0,0,3,papel_social,100.0,De namorado agora é seu ex.,Male,sim
6056,1719202,2,0,2,0,0,0,0,0,2,aparencia,100.0,Mulher bonita e gostosa que não pára de chegar.,Female,sim
6057,1719219,0,0,0,0,0,0,0,0,0,,0.0,Se me vê com mulher feia pode crer que eu tô doente.,Female,sim
6058,1719520,5,2,2,0,1,0,0,0,5,identidade,100.0,"Oi, menina cheirosa, corpinho enxuto, coisa gostosa.",Female,sim
6059,1719729,2,1,0,0,0,0,0,1,2,identidade,50.0,Carnavá é amor carnavá é calor.,Male,sim
6060,1719812,3,0,1,1,0,1,0,0,3,valores,50.0,De repente eu vi uma deusa real.,Female,sim
6061,1719975,0,0,0,0,0,0,0,0,0,,0.0,enquanto ela está feliz em outros braços.,Female,sim
6062,1720007,3,2,0,0,0,0,1,0,3,identidade,100.0,Ela estava tão carente e tão aflita.,Female,sim
6063,1720220,2,1,0,0,0,0,1,0,2,identidade,50.0,"Ele é boiola, um boi boiola.",Male,sim
6064,1720222,3,2,0,0,0,0,1,0,3,identidade,100.0,"Ele é boiola, ele é boiola.",Male,sim
6065,1720236,1,1,0,0,0,0,0,0,1,identidade,50.0,"Ele é boiola, é o boi boiola.",Male,sim
6066,1720304,5,2,2,0,0,0,1,0,5,identidade,100.0,"É a mulher mais linda do mundo, sempre a vejo no mesmo lugar.",Female,sim
6067,1720851,2,1,0,0,0,1,0,0,2,identidade,50.0,"Esposa boa e direita,.",Female,sim
6068,1721003,1,0,0,0,0,0,0,1,1,outros,50.0,vem com ele duetar.,Male,sim
6069,1721215,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Já é madrugada e ela está cansada.,Female,sim
6070,1722561,3,1,1,0,1,0,0,0,3,identidade,50.0,Mas ele é bem mais forte.,Male,sim
6071,1722636,2,1,0,0,0,0,0,1,2,identidade,50.0,"Eu encontrei, queridas, um homem diferente.",Male,sim
6072,1722782,4,1,0,1,1,0,1,0,4,identidade,50.0,Mas hoje ela é vilã.,Female,sim
6073,1722783,7,2,0,1,1,1,2,0,7,identidade,100.0,"Ela é vilã, ela é vilã.",Female,sim
6074,1723145,3,1,0,1,0,1,0,0,3,identidade,50.0,Sou um moço pobre porém muito honesto.,Male,sim
6075,1723167,3,2,0,1,0,0,0,0,3,identidade,100.0,Sou um moço pobre.,Male,sim
6076,1723701,4,0,2,0,0,0,2,0,4,aparencia,100.0,Ele é boa pinta mais tem muita vergonha.,Male,sim
6077,1723730,2,0,2,0,0,0,0,0,2,aparencia,100.0,Quer me enlouquecer nesse close de mulher fatal.,Female,sim
6078,1723734,0,0,0,0,0,0,0,0,0,,0.0,Fonte de prazer que mulher gostosa.,Female,sim
6079,1723904,2,1,0,0,0,0,0,1,2,outros,50.0,Se ela continuar nervosa.,Female,sim
6080,1725102,1,1,0,0,0,0,0,0,1,identidade,50.0,Sou um rei vagabundo.,Male,sim
6081,1725642,1,1,0,0,0,0,0,0,1,identidade,50.0,Não era um homem comum.,Male,sim
6082,1725754,1,0,0,0,0,0,0,1,1,outros,50.0,O homem já foi roubado.,Male,sim
6083,1726005,5,1,0,0,0,2,2,0,5,valores,100.0,Mesmo que ela seja infiel.,Female,sim
6084,1726501,5,2,0,1,1,1,0,0,5,identidade,100.0,Ela não é uma equação.,Female,sim
6085,1726632,1,0,0,0,0,1,0,0,1,valores,50.0,Pois de fato minha gente ele é muito original.,Male,sim
6086,1727438,6,2,1,1,1,0,1,0,6,identidade,100.0,"Ela é manequim, já fez desfiles em.",Female,sim
6087,1727445,1,1,0,0,0,0,0,0,1,identidade,50.0,Ela não é flor pro seu jardim.,Female,sim
6088,1727544,2,0,0,0,1,0,0,1,2,habilidades,50.0,"nem faz idéia do que ela é capaz,.",Female,sim
6089,1727691,0,0,0,0,0,0,0,0,0,,0.0,E um homem velho se acercou e assim falou.,Male,sim
6090,1728253,2,0,0,0,0,0,0,2,2,outros,100.0,Menina vem aqui ligeiro.,Female,sim
6091,1728291,2,2,0,0,0,0,0,0,2,identidade,100.0,Se o pai dessa moça é gringo.,Female,sim
6092,1728533,0,0,0,0,0,0,0,0,0,,0.0,"Com perfume da mulher amada fica embriagado, dominado.",Female,sim
6093,1728655,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Ela é muito atraente,.",Female,sim
6094,1728683,2,0,1,0,0,1,0,0,2,aparencia,50.0,Ela é a deusa que todo homem quer.,Female,sim
6095,1728684,2,1,1,0,0,0,0,0,2,identidade,50.0,Ela é musa do meu coração.,Female,sim
6096,1728815,3,2,0,0,0,1,0,0,3,identidade,100.0,sou o homem mais feliz do mundo.,Male,sim
6097,1728833,5,1,0,0,1,1,1,1,5,outros,50.0,QUE SÓ DÁ MULHER SOLTEIRA.,Female,sim
6098,1729132,2,1,0,0,0,0,1,0,2,identidade,50.0,"UMA MULHER LINDA, BOA E DIREITA.",Female,sim
6099,1729285,3,2,0,0,0,0,1,0,3,identidade,100.0,Ela é muito desbocada.,Female,sim
6100,1731151,2,1,1,0,0,0,0,0,2,identidade,50.0,"Ela é negra, negritude que fascina.",Female,sim
6101,1731152,2,1,0,0,0,0,0,1,2,identidade,50.0,"Senhora menina, menina senhora.",Female,sim
6102,1731224,3,1,0,0,1,0,1,0,3,identidade,50.0,Não sei se ela é pagodeira.,Female,sim
6103,1731378,3,0,0,2,0,1,0,0,3,papel_social,100.0,A mulher é a mulher.,Female,sim
6104,1731423,3,1,1,1,0,0,0,0,3,identidade,50.0,MULHER brasileira!!!.,Female,sim
6105,1731467,3,1,2,0,0,0,0,0,3,aparencia,100.0,É que o homem é peixe graúdo.,Male,sim
6106,1731524,2,1,1,0,0,0,0,0,2,identidade,50.0,Nasceu um menino pobre.,Male,sim
6107,1731541,1,0,0,0,0,1,0,0,1,valores,50.0,"Anísio é samba, amor e amizade.",Male,sim
6108,1731545,3,2,0,1,0,0,0,0,3,identidade,100.0,Sou menino pobre da favela.,Male,sim
6109,1731549,3,1,0,0,0,1,1,0,3,valores,50.0,Olha seu moço sou um rapaz decente.,Male,sim
6110,1732226,4,2,2,0,0,0,0,0,4,identidade,100.0,Ela é negra negritude que fascina.,Female,sim
6111,1732227,3,2,0,0,0,0,1,0,3,identidade,100.0,Senhora menina menina senhora me descontrolou.,Female,sim
6112,1732494,2,1,1,0,0,0,0,0,2,identidade,50.0,"Se tem mulher bonita,.",Female,sim
6113,1732713,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Mulher carinhosa a gente faz o que ela quer.,Female,sim
6114,1732716,3,0,0,1,1,0,1,0,3,papel_social,50.0,Mulher motorista é charme na direção.,Female,sim
6115,1732721,4,2,1,0,0,0,1,0,4,identidade,100.0,Pra mulher bonita não existe homem bravo.,Male,sim
6116,1732722,3,0,2,0,0,0,1,0,3,aparencia,100.0,Foi uma mulher charmosa que libertou os escravos.,Female,sim
6117,1733043,3,2,1,0,0,0,0,0,3,identidade,100.0,Ela é musa!,Female,sim
6118,1733044,1,0,1,0,0,0,0,0,1,aparencia,50.0,Ela é gata!,Female,sim
6119,1733190,2,0,0,1,1,0,0,0,2,papel_social,50.0,Deixa a gente sem destino faz o homem ser menino.,Male,sim
6120,1734116,3,2,0,1,0,0,0,0,3,identidade,100.0,Eu sou seu velho namorado novo.,Male,sim
6121,1734268,5,1,0,0,1,1,2,0,5,comportamentos,100.0,Ela fica grilada se eu vou pra balada.,Female,sim
6122,1734487,2,1,0,0,0,0,0,1,2,identidade,50.0,Ela é minha amiga eu não posso falhar.,Female,sim
6123,1734780,3,1,0,0,0,0,2,0,3,comportamentos,100.0,Agora ela ficou louca.,Female,sim
6124,1734896,2,1,1,0,0,0,0,0,2,identidade,50.0,Mulher bonita é fruta no pé madura.,Female,sim
6125,1734911,2,1,1,0,0,0,0,0,2,aparencia,50.0,Amigo mulher bonita é perigosa.,Female,sim
6126,1734922,4,2,0,1,1,0,0,0,4,identidade,100.0,em casa ela é a rainha.,Female,sim
6127,1735010,5,2,0,0,1,0,2,0,5,identidade,100.0,"Sobe na mesa quando ela fica louca,.",Female,sim
6128,1735229,3,1,2,0,0,0,0,0,3,aparencia,100.0,menina linda.,Female,sim
6129,1735388,2,1,0,1,0,0,0,0,2,papel_social,50.0,se o pai dessa moça é gringo.,Female,sim
6130,1735558,2,0,2,0,0,0,0,0,2,aparencia,100.0,"ai, ai, ai tem muita mulher bonita.",Female,sim
6131,1735560,1,0,1,0,0,0,0,0,1,aparencia,50.0,"ai, ai, ai mas como tem homem feio.",Male,sim
6132,1736016,3,1,0,0,1,0,1,0,3,identidade,50.0,Sou um menino sou sonhador.,Male,sim
6133,1736565,2,1,0,0,0,0,1,0,2,identidade,50.0,Ele andava tristonho.,Male,sim
6134,1736875,1,1,0,0,0,0,0,0,1,identidade,50.0,"Se o homem nasceu bom, e bom não se conservou,.",Male,sim
6135,1737474,2,0,0,0,1,0,0,1,2,habilidades,50.0,Senhor é impossível andar.,Male,sim
6136,1737549,4,2,0,0,0,0,2,0,4,identidade,100.0,Ele é fiel e verdadeiro..,Male,sim
6137,1737571,2,0,0,0,1,0,1,0,2,habilidades,50.0,Ele é fácil resolver.,Male,sim
6138,1737764,2,2,0,0,0,0,0,0,2,identidade,100.0,ele é o caminho serto para voçê seguir.,Male,sim
6139,1738037,0,0,0,0,0,0,0,0,0,,0.0,Ele pode estar certo que sem bênçãos.,Male,sim
6140,1738127,3,2,1,0,0,0,0,0,3,identidade,100.0,Pra salvar o homem vil.,Male,sim
6141,1738450,1,1,0,0,0,0,0,0,1,identidade,50.0,E esse homem é o filho que com ele vai morar.,Male,sim
