frase_id,frase,majority_vote
1898550,Elas só estão perdidas.,comportamentos
1898962,Mas ela é justa também.,identidade
1900014,Porém não se tocou que homem não é leão.,identidade
1901518,coitada da mãe é tão novinha.,identidade
1903049,"Ela é minha morena,.",identidade
1903055,"Pois ela é minha menina, ela é minha fulô, ela é minha.",identidade
1903875,Ele é mais que um rei poderoso.,identidade
1903878,Ele é alfa e ômega.,outros
1903890,Ele é o maioral!.,identidade
1904138,"Papagaio, mães cocotas.",identidade
1904254,No olhar inquieto da moça triste.,identidade
1904537,Juro que um dia eu vi um homem ser feliz.,identidade
1904549,"Ah, juro que um dia eu vi o homem ser feliz!.",identidade
1904583,Eu tenho uma namorada viva no interior.,outros
1905201,No dia em que eu vim de casa.,identidade
1906066,"Ela é a rainha, eu o rei.",identidade
1906083,Ela é a rainha eu o rei.,identidade
1908545,Ela é tão linda é sensacional.,aparencia
1908548,Ela é tão linda a todo instante.,aparencia
1908601,Que gosta de chegar mas ela ligeira se liga na hora.,comportamentos
1908613,Mas ela ligeira se liga na hora.,habilidades
1909623,Que é só você todas elas juntas num só ser.,identidade
1909628,"acompanha bom vinho, musa grega chama.",aparencia
1909654,"Feito pra você, que é todas elas juntas num só ser.",papel_social
1910069,"E ele nengro, doente.",identidade
1910070,Ela o confiou a uma mulher negra.,identidade
1910074,Ele cresceu sendo amado.,identidade
1910623,Ela é chegada.,identidade
1911081,Que é pro menino fraquejar.,comportamentos
1911779,"Ai, como essa moça é descuidada.",identidade
1911793,"Ai, como essa moça é distraída.",habilidades
1911827,"A moça bonita, onde anda você.",aparencia
1912406,Namorada mais amada.,identidade
1912853,Mulher nova homem velho ou sabido.,aparencia
1912923,Foge asa branca.,outros
1913215,Quem foi que disse que os homens nascem iguais?.,valores
1913912,Ela é bem mais rica que uma posse pessoal.,
1914553,Mulher não quero ser mais certo.,valores
1915880,ela é a campeã.,habilidades
1917916,Só as mães são felizes...,outros
1918182,Homens pobres das cidades.,identidade
1918986,"(marido velho, filhos adultos ).",outros
1921644,"Não é por isso que ela não possa estar feliz, sorrindo e cantando.",comportamentos
1922130,"A morte que nos toma a mãe insubstituível de repente dela, já nem me lembro.",identidade
1922475,Richard já era cantor.,identidade
1923006,"Embora, ele seja prenúncio do mal.",identidade
1923543,na boca vermelha de uma dama louca.,aparencia
1924023,Sejam eles morais físicos ou psicológicos.,valores
1924868,Na natureza onde ele é rei.,identidade
1925108,Só as mães são felizes.,identidade
1925185,(Só as mães são felizes).,papel_social
1925518,Que ele é um sonho bom.,identidade
1925937,"o homem antigo, o homem aflito e o homem amargo.",valores
1925998,disse o velho louco pro menino bobo cheio de ilusão.,identidade
1926100,"Ela é carioca, de.",identidade
1926106,"Ela é carioca, garota demais, e não sabe ter um dia de romance com o mesmo rapaz.",identidade
1926736,Mas ainda existem certos homens incertos.,comportamentos
1927057,Vou ter um dia uma mulher valente.,identidade
1927249,E o menino triste.,identidade
1927798,E o homem bom pratica o ato heróico.,identidade
1928244,E aprendi como eles são engraçados.,identidade
1928545,a menina nua.,aparencia
1929442,"Ele é irônico, é só irônico.",identidade
1929591,E você sabe muito bem que eu sou filha única.,papel_social
1929640,E ela é alérgica.,identidade
1929878,Ou se eu menino fosse mais amado.,outros
1930672,Tantas mulheres febris.,identidade
1931033,Minha minas gerais.,outros
1931827,"Rosa, menina rosa.",identidade
1931846,"Me disseram que você menina rosa, samba demais.",habilidades
1932251,"A mãe, que ela é maluca.",
1932521,"sobre as vidas alheias, ou como elas são feias,.",valores
1932548,Ele é um homem e eu sou apenas uma mulher.,papel_social
1932977,Todo homem será rei na terra.,papel_social
1933373,E ela estava viva.,identidade
1933545,Repare o crime senhor juiz.,outros
1934025,Esse homem nu sou eu.,
1935005,Onde o moço rio afunda nos olhos da moça.,outros
1935376,No coração de uma mulher |refrão.,identidade
1935408,Menina faceira.,comportamentos
1935469,Pois ela é mãe das flores.,identidade
1936158,Faz do homem pleno e vazio.,identidade
1936200,Aonde foi aquele moço bom da.,outros
1936542,Eu sou plebeu e ela é nobre.,identidade
1936551,"Menino bonito, menino bonito, ai.",identidade
1936552,"ai menino bonito, menino bonito ai.",aparencia
1938854,Moça tão bonita posso ir no seu quarto conhecer.,identidade
1939196,A moça mais bela que ultimamente eu conheci.,identidade
1939524,a minha mãe é mãe solteira.,outros
1939704,"João é rei, nunca foi réu.",identidade
1939712,Todo homem nasce livre.,identidade
1940262,Dança a moça triste do.,outros
1940375,"Qual o clã deste menino clandestino, qual o clã?",identidade
1940415,Menina bela vai me carregando.,identidade
1940515,Nenem que a mãe não mais aleita.,outros
1940610,Ela é tão bela e determinada.,identidade
1940905,Querubins são engraxates aos seus pés.,papel_social
1941463,"Coco é sincopado, eu vou sincopar.",comportamentos
1941575,"Só come alface, é uma garota suicida.",comportamentos
1943146,"Ela está suada, pronta pra se derreter!.",identidade
1943147,"Ela é puro êxtase, êxtase..",comportamentos
1944314,"Freud é tão simples, odeio-te meu amor!.",outros
1945202,Uma menina linda.,aparencia
1945414,HOMEM NÃO CHORA.,papel_social
1945430,QUE HOMEM NÃO CHORA.,papel_social
1945473,Se prepare querida pruma revolução.,identidade
1945486,"Como ela especiais, no seu jeito de se entregar.",comportamentos
1945561,Mulheres motores.,identidade
1945970,"Pai presente, mãe presente.",identidade
1945985,Insípido é inacreditável seu descaso.,identidade
1947653,Nossas belas bagatelas.,outros
1947817,como ela não tinha igual.,aparencia
1948145,Davi também foi desacreditado.,identidade
1948146,mas no final o gigante por ele foi derrotado.,habilidades
1948308,Não tenha medo ele já é derrotado irmão.,habilidades
1948736,Minha avó fica preocupada.,comportamentos
1948780,"O senhor tá ligado,.",identidade
1949262,Ele dirige todas aquelas meninas louco..,papel_social
1949588,Mas ela não é fácil e não bebe nada.,comportamentos
1951922,Mas com essa menina não adianta ser gostoso.,aparencia
1952256,sabendo que ela é burra.,identidade
1954152,Sabath é trabalho hip hop de rastaman.,outros
1955573,Olho pro mar ele fica revolto.,outros
1955963,Ele é um cara 100%.,identidade
1956093,Era um menino prodígio.,comportamentos
1956151,Ela é uma fera.,
1957302,"Ela é princesa,malícia quando passa por mim, sorriso de quem sabe seduzir.",identidade
1957681,"Ela é diferente, bagunçou a minha mente.",identidade
1958055,Que eu sou um homem bem mais feliz.,identidade
1958968,Mais garoto primeiro você tem que saber jogar o meu jogo.,comportamentos
1959494,E ela mesma se encontrou.,habilidades
1959599,Sou uma garota idiota.,identidade
1959770,"Mas na verdade, ele ta muito ruim.",comportamentos
1960970,"Ela é preto e branco, eu verde e amarelo.",identidade
1960972,Ela é cult e eu sou clichê.,identidade
1960974,Ela é bossa nova e eu sou baião.,identidade
1961452,Pros lados da serra de minas gerais.,outros
1961700,E hoje sou um homem infeliz.,identidade
1962075,A moça mais linda que tanto amei.,aparencia
1962321,Desse violeiro ela é a paixão.,identidade
1963464,Hoje sou um homem triste.,identidade
1963648,De homem fraco vacilante e fraco.,identidade
1965576,Serviço e mulher feia.,identidade
1966258,Mulher bonita passa por mim.,aparencia
1966399,Tem que ter mulher bonita.,aparencia
1966546,Eu sempre me achei um rapaz normal.,identidade
1966624,Da mulher sou dependente.,comportamentos
1968029,Sou o homem mais triste do mundo.,papel_social
1968482,Ela é difícil de amar.,comportamentos
1968485,Ela é favo de mel.,identidade
1968747,Ela é teimosa.,comportamentos
1968748,Ela é toda prosa.,comportamentos
1968920,Mulher seja preta ou branca grande prestigio disputa.,identidade
1969419,Eu sendo um garoto estudioso.,identidade
1969437,Senhor foi menino brasileiro.,identidade
1970067,"Minas gerais tem queijo, goiabada e tem muito mais.",outros
1970068,"Minas gerais é terra da alegria, é terra da paz!.",outros
1970069,"Minas gerais tem sanfona, viola e tem muito mais.",outros
1971942,"Ô moçada, vai rasgando que.",outros
1972035,"Essa menina é uma loucura que me leva nas alturas e me faz cair no chão,.",comportamentos
1972036,Essa menina é uma loucura que me leva nas alturas e me faz cair no chão..,identidade
1973043,"“Êta” mulher boa, essa tá na minha pegada.",outros
1973077,"“Êta” mulher boa, essa tá na nossa pegada.",comportamentos
1973742,"A casar com um homem rico, a contra gosto ela casou.",comportamentos
1973860,Pro menino guarani.,identidade
1973892,"Pega na viola pra cantar sua poesia, quando fora a brisa fria, vem com ele duetar.",outros
1974097,No amor ela é linha de frente.,
1974102,"Ela sabe se dar, ela é diferente.",identidade
1974106,"É a mulher ideal, amante, amada, amiga.",identidade
1974827,Deus faça de mim um homem forte.,outros
1974840,"Sou um homem casado, coberto carinho.",identidade
1975076,Se a menina é ligeira eu grudo ela nos braços.,identidade
1975110,Homens fortes valentes.,identidade
1975309,E a mulher namoradeira eu passo.,identidade
1975788,"Esse juiz é uma fera, um homem sério e de tutano.",identidade
1976031,Ela é minha paz.,papel_social
1976357,entrega seu corpo a homens estranhos.,
1976825,Vou fazer de você a mulher mais feliz do mundo..,papel_social
1977781,E o astro rei majestoso.,identidade
1978063,Deus é o dono da palavra ele é dono do louvor.,identidade
1978065,Pra todo sempre ele é o senhor.,identidade
1978066,Ele é o dono desta casa.,outros
1978558,Sua mulher é linda você tá de parabéns.,aparencia
1978610,Moça linda por favor guarde todo esse amor.,aparencia
1979283,"Ela tá beba doida,.",comportamentos
1979285,Ela tá beba doida.,comportamentos
1979297,Ela tá beba doida..,comportamentos
1979310,"Balada proibida, só mulher bonita.",aparencia
1980514,Manda pro inferno a mulher mais querida.,aparencia
1980991,Aldo de um homem valente.,identidade
1981001,Ela já foi minha dona.,identidade
1981327,"Vem amante, eu sou aquele homem certo.",
1981504,"Antes levava moça linda na garupa,.",aparencia
1981538,Comigo ela é esposa.,identidade
1982521,Feitiço não é pecado.,outros
1982712,Porque ela é tua irmã....,papel_social
1983133,Quis ser feliz.,identidade
1983599,Já não sei o que faço pra ser um homem feliz.,identidade
1983897,"sou um moço pobre, porém muito honesto.",identidade
1983901,se para o senhor ser pobre é defeito.,papel_social
1984052,Eu sou apenas um homem comum.,identidade
1984071,Sou apenas um homem comum.,identidade
1985129,"Eu sou carne e ela é unha, é paixão que não tem fim....",comportamentos
1985132,"Para escrever esses versos, ela foi a inspiração,.",habilidades
1986982,Mulheres valentes elas são prudentes.,
1987072,Trás a cura por que ele é doutor.,habilidades
1987272,É que ele ainda estava calado.,comportamentos
1987299,Ele é valente na batalha.,outros
1987314,Vai sumir pois pra você ele é doutor.,identidade
1987316,Ele é o juiz e também o advogado.,identidade
1987407,Guerreiro do céu os anjos cantam que ele é fiel.,identidade
1987409,Ele é vencedor ele é campeão.,identidade
1987525,Enche o crente de um jeito e deixa ele perfeito.,outros
1987621,"Ele forte, poderoso é tremendo e milagroso.",habilidades
1987693,Do senhor é é o mundo e os quele habitam.,valores
1987697,Separei a terra seca para homem abitar.,outros
1987782,"Ele é capaz de tudo, ele para o mundo.",papel_social
1987940,Ele é mesmo assim ele é tudo pra mim.,identidade
1988173,O senhor é contigo pra ti defender.,identidade
1988302,Senhorita dama da noite.,identidade
1988691,"Para cumprir sua promessa, a moça veio ligeiro.",habilidades
1988701,O Juca era bobo.,outros
1988702,O Juca era tonto.,
1988739,Juca é bobo.,comportamentos
1988740,Ou se ele é sabido demais.,identidade
1988877,Um homem triste vai seguindo a caminhada.,identidade
1989068,Ele é o bom da boca é um porra loca.,identidade
1989069,ele é mesmo assim.,identidade
1989291,Basta ter uma viola e mulher boa na festança.,aparencia
1989313,Mulher bonita prende fogo no salão.,aparencia
1990600,"E toda noite, na pista, ela mexe gostosa.",identidade
1990601,"Chega a doer na vista, ela é maravilhosa.",papel_social
1991629,Que mulher igual à ela.,outros
1991838,"A menina é boa, boa demais.",identidade
1991839,É filha única é fazendeira em.,identidade
1992021,Eu seria o homem mais feliz do mundo.,comportamentos
1992204,Sentindo o drama de um homem sozinho.,identidade
1992428,Bebo por uma dama meiga e bela.,aparencia
1992431,Ela é a razão do meu sofrer.,identidade
1992460,"Arrume tudo, mãe querida, o seu filho vai voltar.",identidade
1993064,Aquela garota vaidosa.,identidade
1993815,"Não quer saber de malhação, ela tá linda.",aparencia
1993817,"Ela é gordinha mas é minha, eu não troco por nada.",aparencia
1993819,"Ela é gordinha mas é minha, tem gente querendo.",aparencia
1993869,Ela é dona do meu coração.,identidade
1994824,A mulher mais linda que pisou no solo do meu coração.,aparencia
1995155,não deixo mulher bonita.,aparencia
1995498,Mulher bonita é o que não falta no rodeio.,aparencia
1996639,Olha que mulher charmosa.,aparencia
1997300,"Ela foi atriz, eu fui infeliz.",identidade
1997311,Mulher bonita não se joga fora.,
1997317,"Ela é doida, eu sou mais.",outros
1997717,Ela é mulher perfeita.,identidade
1997952,Não sei por que ela adora a vida rude de um homem xucro.,outros
1997957,Parece ser incrível uma moça delicada.,comportamentos
1997963,Vivo sozinho sempre fui um homem livre.,identidade
1997971,Festa de moça bonita.,aparencia
1998343,"Deus, Ele está sempre comigo.",valores
2000230,"Chiquinha, menina nova,.",aparencia
2000463,Ela sempre sorridente a seus pretendentes não diz sim.,aparencia
2002061,Você é a moça mais bela.,identidade
2003293,Requebra que requebra menina faceira.,habilidades
2003456,Mulher bonita é o que não falta no bailão.,aparencia
2003469,"Não existe mulher feia, é vocês que bebem pouco.",aparencia
2005068,"Nas águas sou protegido, rainha mãe.",identidade
2005299,Quem tem mulher bonita sofre igual burro de carga.,aparencia
2005307,"Mulher bonita é sempre mais cobiçada, dependendo da cantada ela cai em tentação.",aparencia
2005319,"Mulher bonita é bom mas é perigoso, se o peão for nervoso acaba ficando lelé.",aparencia
2005359,"Um homem ereto, preso a uma asa de pano.",identidade
2005606,Viola é meu instrumento e a moça é minha viola.,outros
2005908,Nóis só quer mulher bonita mas as feias nos persegue.,aparencia
2006479,A mina chique numa calça santropê.,aparencia
2006565,Bota o sertanejo sem vergonha que ela acha bom.,valores
2006878,Beijo de mulher bonita.,aparencia
2007175,"Ele é grande é cabeçudo, ele é bravo, é nervoso..",aparencia
2007315,Quanto mais mulher bonita a gente bebe e acha “bão”..,aparencia
2007316,"Mulher bonita, judia com o coração,.",
2007565,Ela é toda malícia.,identidade
2009230,Ele é livre como o vento.,identidade
2009231,Ele é grande como o mar.,identidade
2009745,"e vamos nessa peleia,potro homem,homem potro..",aparencia
2010932,Ela é bem diferente.,identidade
2011132,Ela fica mais certeira.,comportamentos
2011530,Mulher livre não comprometida.,identidade
2011937,Deus eu não sei como ela foi capaz.,habilidades
2013005,sou o homem mais triste desta cidade.,identidade
2013400,Maria é bom viver.,outros
2013749,Ela é a preferida.,comportamentos
2013750,Ela é a flor da noite.,aparencia
2013772,Ela é uma flor da noite.,aparencia
2013875,PELA MULHER NA MESMA CAMA.,
2014838,a mulher mais linda que adoro tanto.,aparencia
2014980,Dizendo que ela estava nervosa.,identidade
2014984,Diz que sou o homem melhor deste mundo.,identidade
2015211,Salvo na terra moça boiadeira.,comportamentos
2015927,Aquele homem selvagem.,identidade
2016689,Ela prefere ser careta.,identidade
2017042,Odeia homem frouxo.,valores
2018544,E a garota mais bonita que encontrei.,aparencia
2019233,Bendita és porque hoje eu sou um homem mais feliz.,outros
2019242,"Bendita és, porque hoje eu sou um homem mais feliz.",valores
2020277,Aquela menina era felicidade que eu tanto esperei.,valores
2022055,Sua esposa é uma roseira e cada filho é um botão..,identidade
2022329,"Corro de mulher casada pra minha vida não complicar,.",outros
2022390,"E mulher namoradeira, quando quer trocar de macho..",identidade
2022408,"E mulher namoradeira, quando quer trocar de macho.(2X).",outros
2022826,O coração da mulher é uma caixa de segredos.,outros
2023184,(se largarmos da mulher interesseira é porque encontramos.,comportamentos
2023185,"a mulher verdadeira, mas lembrem-se meus amigos que mulhe.",identidade
2024289,A mulher verdadeira.,valores
2024657,Que ela é top.,identidade
2025068,mãe querida.,identidade
2025637,"Mulher bonita, hoje aqui tá cheio.",aparencia
2025939,Fazer o que se ela é moderna?.,identidade
2026003,Eu sou mesmo um homem santo.,identidade
2026021,"Ela é top, é filé.",aparencia
2026182,Ela é cheia de jeitinho pra falar comigo.,
2027072,"Eu arrumei um enguiço, com uma mulher ciumenta,.",
2027083,"Se ela continuar nervosa não sei se vou agüentar,.",comportamentos
2027127,"Só ataca mulher boa, e quando enjoa , sai comentando.",identidade
2027270,Essa mulher é bandida.,identidade
2027391,"Marido quis me matar, mas ela foi camarada..",comportamentos
2027399,De um certo tempo pra ela ta desconfiada.,comportamentos
2027429,Você é um rapaz tão pobre.,identidade
2027587,Imagino eu e ela sozinhos....,comportamentos
2027706,Por essa mulher bonita.,aparencia
2028222,Homem que tem mulher brava.,identidade
2028935,"Sua menina linda, olha, eu tô do seu lado.",
2028977,Ela mora sozinha.,outros
2029440,Mas quando a mulher chega pertinho.,comportamentos
2030273,Das coisas que essa mulher é capaz.,habilidades
2030287,Essa mulher é uma arma fatal.,aparencia
2030290,Ela tá prontinha pra te conquistar.,comportamentos
2030779,Ela tá quente e eu já tô fervendo..,comportamentos
2030803,Se me vê com mulher feia pode crer que eu to doente.,
2031671,"Ela é maluca, é linda e sabe que é gostosa.",identidade
2031680,Ela é tipo de mulher independente.,identidade
2031687,Se ela sozinha já é um perigo.,identidade
2031690,Se ela solteira já é um perigo.,identidade
2031839,"Todo homem tá cansado, já chifrou já foi chifrado.",comportamentos
2031846,vai atrás de menina loucamente apaixonada.,papel_social
2031912,"Ela é princesa, é poderosa.",identidade
2031915,Ela é estrela.,identidade
2031916,Ela é divina.,identidade
2032030,Ela sabe ser sexy sem ser vulgar.,identidade
2032037,E na balada ela é a sensação.,identidade
2033521,A mulher linda por quem sou apaixonado.,aparencia
2033537,"Uma moça muito linda, bem na flor da mocidade.",aparencia
2034127,Seu jeito maluquinha ela disfarça é tão particular.,comportamentos
2034475,O meu irmão zé tá louco por uma menina.,comportamentos
2034478,De fato ela é uma graça.,identidade
2035278,Que ao lado de outro homem tá feliz demais.,valores
2036185,E ele que era um homem sozinho.,identidade
2036219,O rapaz namorador.,identidade
2036726,"Já me avisaram, que ela não é mulher de casar.",papel_social
2037016,Se toca uns modão é tapa na mesa.,comportamentos
2037712,olhe pro alto minha menina nova vida vai chegar.,papel_social
2038801,Somente ela é minha flor.,identidade
2038836,Junto a mim ela estava tão linda.,aparencia
2039161,"Ela é um encanto, ela é uma flor.",identidade
2039290,Se eu fosse um homem fraco.,identidade
2039583,Ela é a luz que domina meu ser.,identidade
2039699,Mãe pensando nisso vivo a lamentar-me.,comportamentos
2039972,Ele tava acostumado com mulher cheio de frescura.,identidade
2039997,Mas ela é poderosa po po po poderosa.,identidade
2039998,Ela é perigosa pi pi pi pirigosa.,outros
2039999,Ela é poderosa po po po poderosa.,identidade
2040000,Mas ela é perigosa pi pi pi pirigosa.,valores
2040498,Ela chega chegando pronta pra detonar.,identidade
2040499,Ela sabe ser gostosa sabe me conquistar.,comportamentos
2040502,"Ela é musa ela e top, gata sensual.",aparencia
2041105,"Ela sabe ser gostosa, sabe me conquistar.",aparencia
2041108,"Ela é musa, ela é top gata sensual.",comportamentos
2042350,Porque os meninos maiores que eu.,aparencia
2042396,Ela é fiel a verdade dela.,valores
2042416,"Menina interior seu jeito leve, cura.",identidade
2043461,Se ela não vier é grande a minha dor.,outros
2043561,Sinto a minha alma triste e vazia sem a senhora mãezinha querida.,identidade
2043598,A moça era milionária.,habilidades
2043600,O moço era bem pobre.,identidade
2043621,e hoje por ele ser pobre.,identidade
2043781,"Minha mãe estava muito doente, pra mim foi um golpe dolorido.",identidade
2044168,E lhe digo mulher querida.,aparencia
2045522,a mulher mais linda do mundo me olhando.,aparencia
2045725,"Sabe, ela é uma pessoa que eu convivo bem.",comportamentos
2046464,Para um menino tão maluco.,identidade
2046992,A menina pensativa.,identidade
2047290,"Essa mina tá doidona vai descendo até o chão,.",comportamentos
2047291,Ela quica ela rebola quando toca o tamborzão.,habilidades
2047559,"Nois é foda, nois é fera, nóis não copia nóis cria.",outros
2047837,Uma mulher braba em casa doidinha pra me matar.,comportamentos
2048415,Só que ela tão modesta.,valores
2048437,Por que ele muito esperto.,habilidades
2048738,Mas por sorte ela mesma me atendeu.,comportamentos
2048782,Por viver em companhia de uma mulher traidora.,identidade
2048870,"Afaste dele, ele é casado.",identidade
2049095,E hoje menina moça.,identidade
2049518,SE ELE ENCHUGA O PRANTO EU LHE TIRO A DOR.,outros
2049598,Quem me vê com mulher feia pode crer que eu tô doente.,identidade
2049757,Foi brilhante um moço advogado.,identidade
2049855,Se a mina for meia louco pra encarar.,outros
2049906,Ela é comprometida não consigo controlar.,identidade
2049908,Mulher mulher.,papel_social
2049960,Deus que mulher divina.,aparencia
2049961,Ela tem maior idade.,identidade
2049978,Ela é uma máquina é um avião.,identidade
2050079,ela é bonita e eu sou bonitão.,aparencia
2050080,Mulher bonita é comigo mesmo.,aparencia
2050101,O homem muito valente.,identidade
2050110,Eu tolero mulher feia mas não me passa pra trás.,aparencia
2050113,Dez meninos pequeninos começaram a chorar.,comportamentos
2050127,"Preciso dos teus abraços, minha dama preferida.",aparencia
2050188,Que mulher bonita que aparece.,identidade
2050313,"Essa mina é bela, da balada e do bar.",identidade
2050464,E acha ela tão linda.,aparencia
2050475,De um garoto esperto e uma pobre menina.,
2050899,Hoje eu to no grau e não existe mulher feia.,aparencia
2051094,"Se ela é bonita,.",aparencia
2051097,Se ela é querida.,identidade
2051099,Se ela é famosa eu sou respeitado..,identidade
2052271,eu sou a sua musa preferida.,aparencia
2052371,Não falta mulher gostosa no meu carro turbinado.,outros
2052377,Mulher raparigueira que na hora da zoeira agente passa a noite inteira pra matar meu tesão.,habilidades
2053430,"Ele foi o verão, foi a chuva e foi o nome.",identidade
2053432,Foi ele amigo baião.,identidade
2053436,Ele foi o calor das morenas faceiras.,comportamentos
2053453,Menina nova quando entra num torrado.,comportamentos
2053468,Nem aprender o que é um torrado de moça nova.,identidade
2053984,Eu vou fazer de você a mulher mais feliz do mundo.,identidade
2054128,"Ela é linda,faz questão de esconder sua beleza.",aparencia
2054135,Mas sempre segura um homem maduro na vida ela quer se dá bem.,papel_social
2054719,A dança que remexe garota safada.,papel_social
2054782,Quando a mulher vê que o homem ta apaixonado.,identidade
2054784,E o homem é insistente só fica todo contente.,comportamentos
2054872,"Ele é muito quente, é bacana e pode crer.",identidade
2055088,"Aqui tem mulher bonita, aqui tem moço educado, isso sim que é.",
2055238,João é alegre pra xuxu.,comportamentos
2055384,O homem aqui feliz sou eu.,identidade
2055497,Ela é agigantada parece uma tanajura.,aparencia
2055529,O progresso do homem é tão sublime.,valores
2056355,São palavras que eu quero te fazer provar.,aparencia
2056760,Pense numa mulher arrumada doida para ser amada.,identidade
2056762,"Mas também pense numa mulher traiçoeira, vagabunda e desordeira.",identidade
2056764,Pense numa mulher objeto que não tem um canto certo.,comportamentos
2056766,Também pense numa mulher leviana que só quer a sua cama.,identidade
2056860,Zumbi é senhor das guerras.,outros
2057155,Ele é um zagueiro.,identidade
2057196,Menina bonita é um céu azul.,aparencia
2057199,Ela é alegria de minha tristeza.,identidade
2057639,Pois ela é toda colorida.,identidade
2057640,Ela é a coisa mais meiga.,identidade
2057713,Pois ele é muito bom também.,identidade
2057735,Flu foi campeão.,outros
2058491,Menina rosa.,identidade
2058540,"Pelo seu amigo mais querido ele foi apunhalado,.",outros
2059011,Um dia um menino cego.,identidade
2059274,"Menina moça gavião, aluvião, anunciando anunciação.",identidade
2060174,"Minha menina felina, meu mel , arranhão.",identidade
2060192,"Mulher perversa,.",identidade
2060336,Moça direita e bonita.,identidade
2060343,Que era a moça mais bonita.,aparencia
2060666,O sanfoneiro quando vê moça bonita.,aparencia
2060713,Pra que ele não venda biscoito no trem..,
2060798,que a filha é falada em toda região.,comportamentos
2060804,A Zefa é moça bonita.,
2060808,Os homens ficam quase doidos.,comportamentos
2060956,Tem menina assanhadinha.,comportamentos
2061047,Quem nasce em minas é mineiro.,papel_social
2061224,É triste seu moço é triste.,identidade
2062120,Essa mina é chapa quente é bandida experiente.,aparencia
2062349,Ela anda sexy toda guapetona.,identidade
2062350,"Ela não é amante, não é prostituta, ela é fiel, ela é.",identidade
2063186,E ELA VEM CHEGANDO DE BRANCO MEIGA PURA LINDA E MUITO TÍMIDA.,identidade
2063242,Mendes tá preocupado.,comportamentos
2063249,Mas cavalos lentos e mulheres ligeiras salientes.,outros
2063843,De menino contente.,identidade
2063854,Mulher carinhosa.,comportamentos
2064077,Eles são discretos e silenciosos.,comportamentos
2064172,Todo homem deve ter uma esposa bonita.,aparencia
2064195,Será que ela ainda está muito zangada comigo.,comportamentos
2064202,Ela é a paz da minha guerra.,identidade
2064223,Há seis mil anos que o homem vive feliz.,outros
2064229,Eu sou um homem sincero.,identidade
2064231,Homem sincero quero morrer nascer.,valores
2064481,Que ele seja o portador da paz.,identidade
2064505,Ela é a razão prá eu ficar.,comportamentos
2064508,Ela é a razão pra eu ficar.,valores
2064894,Menino bom em sua lingua natal.,
2064895,Menino bom que se tornou imortal.,identidade
2065078,O filho do seu menino ficou rapaz.,outros
2065888,Mulher bonita é vitrine de avenida.,aparencia
2065893,Agora eu vivo com ela contente.,identidade
2065902,Sem ela muito pior.,valores
2065904,Viver pra ela é melhor.,valores
2066640,as moças chiques.,identidade
2066898,Ela era estrela.,identidade
2066904,Mas ela era nova.,aparencia
2067282,Aqui meu irmão ela é coisa rara de ver.,identidade
2067661,Mas ela é maior e vacinada (2x).,identidade
2068052,Se prende no rebolado de uma mulher bonita.,aparencia
2068064,Um homem rico gente fina de destaque.,identidade
2068130,"Tem sanfona, tem ganzá, e tem mulher boa.",outros
2068212,Esse misturado ele é muito quente.,identidade
2068358,O Homem casado não agüenta.,papel_social
2068359,menino chorão e mulher ciumenta.,comportamentos
2068362,namorei uma garota muito bonitinha.,aparencia
2068379,é menino chorão e mulher ciumenta.,comportamentos
2068414,Veja só moça boba o que é que faz.,identidade
2068591,Francisco que é um menino calma.,comportamentos
2068671,Meu pai é um homem bom.,identidade
2068716,Você é menina moça.,identidade
2068720,"Menina moça, tão bela.",
2068740,"É coco menina, menina mulher.",identidade
2068794,"De menino criança, homem feito já morrendo.",outros
2068864,Essa menina é uma brasa.,identidade
2068867,E ela é apimentada.,identidade
2069168,Jesus só queria ser preto também.,aparencia
2069186,"Senhora rainha, Quelé.",identidade
2070460,Tão triste terminar.,papel_social
2071237,Minha princesa cinderela.,
2072017,Ele é fodão.,identidade
2072046,E as meninas ficam loucas.,comportamentos
2072339,"Lá vem o homem, que matou o homem que matou o homem mau.",identidade
2072342,Pois o homem que matou o homem mau.,identidade
2072356,Um homem bom e corajoso e ligeiro no gatilho apareceu.,identidade
2072359,A preferida do homem bom.,identidade
2072364,No chão o homem mau ficou.,comportamentos
2072366,E o homem bom com a recompensa que ganhou.,comportamentos
2072369,"Lá vai o homem, que matou o homem que matou o homem mau.",comportamentos
2072388,Tem o homem foguete.,identidade
2072434,Nos dias que ela fica minguada.,comportamentos
2072461,De um homem simpático e feliz.,identidade
2072464,"Qualquer homem feio, qualquer homem feio.",aparencia
2072513,Ele vai confiante em direção ao topo do mastro.,comportamentos
2072827,"Ai ai ai, moça bonita.",aparencia
2072831,Moça bonita.,aparencia
2072836,"Moça bonita, ai ai ai.",aparencia
2072837,"Moça bonita, bonita fêmea.",aparencia
2072854,"Ai ai ai moça bonita, moça bonita.",aparencia
2072858,"Moça bonita, moça bonita.",aparencia
2072904,Mulher brasileira eu quero você prá mim.,
2072922,Mulher brasileira...,identidade
2072923,mulher brasileira.,identidade
2072959,"Mulher graciosa, alcança a honra.",valores
2073030,Todo homem deve ter uma mulher bonita.,aparencia
2073174,Menina menininha.,identidade
2073223,Pois menina bonita não chora.,aparencia
2073385,Ele vem feliz pois ele vem voltando.,comportamentos
2073606,Ela é a liberdade.,identidade
2073607,Ela é a rima e o amor.,identidade
2073608,Ela é a mulher.,identidade
2073609,Ela é a sensualidade.,identidade
