frase_id,frase,majority_annotation
3072535,Menino feliz.,sim
3072680,Um menino grande eu sou.,sim
3073188,é o homem sofredor.,sim
3075110,Porque sei que ela seria fiel.,sim
3075987,eu finjo nem notar como ela é sincera.,sim
3076025,Eu arranjei uma mulher eletricista.,sim
3076153,Mulher totalmente certa.,sim
3076724,mexe mexe menina forrozeira.,sim
3077451,Homem liso não dá rock.,sim
3078262,Crianças moças morenas.,sim
3078517,Lucena ele meio triste assim me falou.,sim
3079245,Que ela é boa de forró.,sim
3079297,"Que eu mexi com uma donzela, moça bela do lugar.",sim
3079306,Decidi pedir a mão da donzela inocente.,sim
3079307,O pai dela homem descente resolveu me dar perdão.,sim
3079801,Quem é a mulher mais linda desse universo?.,sim
3080542,Ele pensa que ele é bonito.,sim
3081101,Ele já tá chato.,sim
3082537,"Mulher quando se vinga, ela sabe fazer perfeito.",sim
3082790,"o perfume é do bom, ela é cheirosa pra danar.",sim
3083252,A mulher mais amada.,sim
3083586,Alucinado explodindo de tesão é o maximo ela é fera só gosto de fazer amor com ela.,sim
3083737,Homem quando é safado.,sim
3083757,Mas o homem é safado.,sim
3083907,eu fiquei impressionado como ele era valente.,sim
3083933,ela veio sorridente em minha direção.,sim
3085450,E ele é chorão de você.,sim
3087492,O homem sempre é querido até depois dos quarenta.,sim
3087494,Um homem feliz sorrindo nos braços de outra mulher.,sim
3087622,Escolha a mulher sincera para a sua companhia.,sim
3087662,Pra ele não embrabecer.,sim
3087837,"O homem mais feliz do mundo,.",sim
3088053,De homem cabra danado.,sim
3088869,Veja quanta moça bonita.,sim
3089294,"Que deixa o coração de um homem cego por amor,.",sim
3089843,Esta mulher é uma bandida.,sim
3089848,Ela é bandida eu sei que é.,sim
3092478,"Toda menina nova usa trança,.",sim
3092680,E a menina forrozeira que é tão bela.,sim
3092924,Ela é genial.,sim
3093041,te ama mais que a ele mesmo.,sim
3093259,Ele é duro de pedra mas dessa vez se entregou.,sim
3093561,mulher querida amada.,sim
3093872,Pra garotas mal amadas carentes por uma paixão..,sim
3095237,Fui perguntar a ela se ela era uma princesa?,sim
3095387,"No meu tempo de criança, eu era menino chato.",sim
3095529,Deixa essa mulher forrorea.,sim
3098490,Gonzaga era só coração.,sim
3098523,Que mulheres muito invejosas fazem de tudo para tira-lo de mim.,sim
3098524,"Mas sei que ele é forte e resiste assim como tem resistido a dor,.",sim
3099016,Tem mulher loirinha de uma cinturinha fina tão fininha.,sim
3099627,Eita que moça bonita.,sim
3100213,"Prepare tudo mãe querida, o seu filho vai voltar.",sim
3101463,Mulher mulher mulher eu te adoro.,sim
3101464,Mulher mulher mulher da minha vida.,sim
3104350,Espiando mulher nua.,sim
3104639,Ô mulher ruim.,sim
3104851,Feito um menino chorão.,sim
3104923,Tá cheio de mulher bonita.,sim
3105442,Ela é americana.,sim
3105451,Ela é bacana.,sim
3106419,"A mulher mais linda, que adoro tanto.",sim
3106781,"Sou abelha, ela é a flor.",sim
3108027,- senhora dona da casa.,sim
3108076,"Ela é bonita, bonita....",sim
3108080,"Ela é bonita, é bonita....",sim
3108090,Ela é bonita demais....,sim
3108113,"Ela é bonita , é bonita...",sim
3108474,É com esse menino bonito que eu vou.,sim
3108897,Um homem branco como eu.,sim
3108898,Um homem preto como tu.,sim
3108911,"Menina flor, quem terá sua paixão?.",sim
3108939,Essa mina está toda faceira.,sim
3109392,Que homem gostoso.,sim
3109393,Ele é tão gostoso.,sim
3109833,Eu quero uma menina dengosa e feminina.,sim
3110160,Gosto de mulher bonita daquelas bem perfumadas.,sim
3111200,"Eu nunca vi nada igual, ela é minha rainha, a musa do meu carnaval..",sim
3111203,"Eu nunca vi nada igual, ela é minha rainha, ela é sensacional!.",sim
3111204,"Ela é maravilhosa, cheirosa, dengosa, é muito gostosa, é tudo de bom!",sim
3111205,"Ela é meu bem, é meu mau, é o mel é o sal, ela é especial, ela é minha paixão..",sim
3111213,"ela é maravilhosa, cheirosa, dengosa, é muito gostosa, é tudo de bom!",sim
3112007,Paulo sempre foi um homem forte.,sim
3112261,Ela não é mulher de um homem só.,sim
3112288,"Ela é menina, ela é a flor.",sim
3112289,"Ela é minha morena, minha rosa vermelha meu amor.",sim
3112292,"Ela é minha menina, ela é a minha flor,.",sim
3112293,"Ela é minha morena, minha rosa vermelha, meu amor.",sim
3112311,"Rírírí, ele é muito legal.",sim
3112386,Vi que és um homem lindo.,sim
3112388,Do menino infeliz.,sim
3113605,Protegei-nos mãe bondosa das agruras dessa vida.,sim
3113606,"Mãe caridosa, olhai pelos filhos seus.",sim
3113762,"Esculpe, modela e castiga a massa dos homens normais.",sim
3113910,"Ninguém sabe se ele é branco, se é mulato ou ""nego""(repete a última linha).",sim
3114188,Ela é tentaçao de levar pro forró.,sim
3114189,Ela é tentaçao de tirar a atenção.,sim
3114191,Ela é tentaçao palpita o coração.,sim
3115326,No meu barco só anda mulher bonita.,sim
3115964,Sera que ela é amada e tem dono.,sim
3116027,Ele é bonito demaMAIS.,sim
3116116,"Apaixonados por rodeio, mulher bonita eu assumo.",sim
3116881,Ôôôôôô menina bonita.,sim
3117461,Ele é o cara que merece ser o vencedor (vencedor).,sim
3117462,"Ele é o cara que faz tudo sempre com amor (ou, ô, ô).",sim
3117466,"E eu tô com ele, não abro, Ele é compente.",sim
3119218,Zazuê tá danada.,sim
3119369,Minha mãe iemanjá.,sim
3121520,Quem gosta de mulher levante a mão.,sim
3121539,Numa boate eu quero ver só mulher nua.,sim
3123113,Ela é linda como a rosa.,sim
3124409,"Êta mulher doideira, ela é boa demais.",sim
3125634,Só gosto de mulher quente.,sim
3125746,Sô uma menina séria.,sim
3126101,Ele foi feito pra bater não pra apanhar.,sim
3126295,A mulher tá sempre doente.,sim
3127387,"Ela não é baiana, não é americana.",sim
3127571,A menina dengosa.,sim
3129182,"Menino bonito, esse teu gingado tão balanceado me faz endoidar.",sim
3129184,"Menino lindo, esse teu jeitinho de falar baixinho e nos olhos me olhar.",sim
3129227,BASTA ELA SER CHEIROSA E AINDA BEM ARRUMADA.,sim
3129295,"Seja ele alto ou baixo, modelo, bonito ou feio.",sim
3129567,Um homem muito galinha não consegue entender.,sim
3129995,"Ela perde o controle ela fica logo animadinha,.",sim
3130093,"Ele é o chefe, ele é o chefe do puteiro.",sim
3130095,"Sua mãe é uma pu, sua mãe é uma pu.",sim
3130171,Se tem mulher bonita o velho já tá de lado..,sim
3130455,Ela é a garota mais bonita lá da minha escola.,sim
3130813,Ela é bonita ela é aeromoça a mais gatinha que tem nesse avião.,sim
3130842,Vai pra igreja menina patricinha.,sim
3130912,Eu disse: vai pra igreja menina patricinha.,sim
3131009,"Menina bem faceira, eu sou o seu tigrão,.",sim
3131229,"E ela fica louca, ela perde a linha.",sim
3131993,Aí caramba que mina maluca.,sim
3132178,"Uma mulher cheirosa é tão linda como uma flor,.",sim
3132219,Ele era muito mole.,sim
3132365,Ele é tão louco.,sim
3132545,"""Ele è corno"".",sim
3132550,"""Ele é corno"".",sim
3133708,"Eu era uma menina linda, linda.",sim
3134171,Zé ta doente.,sim
3134216,Minha mãe era matuta.,sim
3134340,Que ele era estuprador.,sim
3135156,Mulher magrela é difícil de arranjar um marido.,sim
3135169,Se vê a mulher bunduda diz o minha tanajura.,sim
3135188,Um rapaz muito guloso gostou e casou com ela.,sim
3135195,Mulher magrela faz tudo para atrair o amante.,sim
3135225,A mãe dele diz meu filho moça magra na convém.,sim
3135250,Uma rainha perfeita não tendo bunda bem feita.,sim
3135280,Pra trair as pessoas tem até mulheres boas.,sim
3135316,Tem homem desempregado que trabalha muito bem.,sim
3135318,Se tem mulher boa traga aqui pra mulher tem vaga.,sim
3135356,E a filha volta tão linda que parece uma princesa.,sim
3135377,O filho do homem rico tem uma vida bacana.,sim
3135381,O filho do homem pobre vai passear de jumento.,sim
3135389,A mulher do homem rico.,sim
3135393,A mulher do homem pobre.,sim
3135425,O filho do homem rico só toma banho no chuveiro.,sim
3135658,"Menina nova, malhada e sarada..",sim
3135771,"bolso de grana e, é um homem popular..",sim
3135882,E a polícia pega ele bêbado na mesa de um bar.,sim
3135930,Se a caso ele for preso leva vinte advogados.,sim
3135934,O ladrão de colarinho quando ele cai doente.,sim
3135951,tem gente que diz que elas são torta como um anzol.,sim
3136118,Se você vê o ladrão besta ele é pior do que otário.,sim
3136227,Não é um homem moderno.,sim
3136285,Eu sei que o senhor é crente.,sim
3136801,A mãe é xingada de vaca e a mulher de piranha.,sim
3136837,a menina está beleza pura.,sim
3136841,a menina tá beleza pura.,sim
3136940,Chamam ele picareta.,sim
3137691,As mina fica louca.,sim
3138034,João tentando ser campeão.,sim
3138298,Têm mulher bonita eu não fico só.,sim
3138344,Ele é cincero é sempre vou.,sim
3139983,Da época da mulher tradicional.,sim
3139986,Da época mulher tradicional.,sim
3140318,Mas ele está contigo em qualquer lugar....,sim
3142025,agora o rei é índio.,sim
3142848,O menino doce que eu sempre quis.,sim
3143035,É tem homem muito gostoso.,sim
3143036,É muita mulher gostosa.,sim
3143766,A moça era tão bacana.,sim
3143770,Ele ficou bêbado num bar.,sim
3144200,"Ela é linda, ela é bela.",sim
3144235,E mulher namoradeira a gente chama de galinha.,sim
3144261,Ele é o homem mais mole do arraiá.,sim
3144421,Ela fica bem mais quente.,sim
3144628,Jorge é glórioso para nós só faiz o bem.,sim
3145034,"Torcer pra um time honrado, sendo ele bem melhor...",sim
3145259,"quando entra no gramado ele sempre é vencedor,.",sim
3145280,"Brasil tá pensando que ele é o bom de bola,.",sim
3145372,Homem bonito a maioria é delicado.,sim
3145834,cante pra mulher bonita que eu canto pra mulher feia.,sim
3145835,Dizem que a mulher bonita é quem mais chama a atenção..,sim
3145841,Dizem que a mulher bonita é quem mais leva cantada.,sim
3145844,Dizem que a mulher feia quando leva uma cantada.,sim
3145851,Dizem que a mulher feia difícil é arrumar emprego.,sim
3145857,Dizem que a mulher feia faz mau ao coração.,sim
3145858,E quem casa com mulher feia sempre vê assombração.,sim
3145860,Dizem que a mulher bonita faz qualquer homem gemer.,sim
3145866,Dizem que a mulher bonita é quem anima uma festa.,sim
3145867,"Mulher bonita aonde passa é limpo, rasto e arresta.",sim
3145868,Mas se tive mulher feia é sinal de que a festa não presta.,sim
3145872,Dizem que a mulher bonita tem um olhar atraente.,sim
3145875,Dizem que a mulher feia tem medo de abandono.,sim
3145877,Que mulher feia e jumenta só quem procura é o dono.,sim
3145878,Dizem que a mulher bonita faz o homem vira brasa.,sim
3145881,Dizem que a mulher feia.,sim
3145885,Dizem que a mulher bonita quando arruma um namorado.,sim
3145888,Dizem que a mulher feia se dana pra gafieira.,sim
3145891,Ela era preferida.,sim
3146013,"Antes do meu casamento, eu fui um homem fiel.",sim
3146254,Posso falar mal da minha que ela é encrenqueira e ruim.,sim
3146284,Posso falar mal da minha que ela é encrenqueira e ruim!.,sim
3146496,"Mulher ingrata e fingida,.",sim
3146719,"ser nordestino ele é homem do povo, armaram uma arapuca.",sim
3146726,"homem é metalúrgico, pobre e trabalhador, conhece meu.",sim
3146744,"vem, de novo ele é enganado, a mulher dele falando tu.",sim
3146825,Mulher bonita wiski cheio de cerveja.,sim
3146984,É lá vem ela maravilhosa.,sim
3147430,Adoro mulher bonita forró.,sim
3148363,A filha do homem rico.,sim
3148795,Sou um homem romântico.,sim
3149417,Ele é som e poesia.,sim
3149424,Menina bonita baiana.,sim
3149727,Mulher boa e gente à toa.,sim
3149760,Mulher gostosa de lambar.,sim
3150941,e no meu posso de petroleo só jorravão princesas lindas.,sim
3151260,Ela é boa demais.,sim
3151265,Ela é total flex.,sim
3151549,Foi sem querer que eu beijei na sua boca menina tão louca eu quero te beijar beijo na boca com o corpo suado tem sabor de pecado com gosto de bem me quer..,sim
3151551,"Foi sem querer que eu beijei a sua boca menina tão louca eu quero te beijar, beijo na boca com o corpo suado tem sabor de pecado com gosto de bem me quer..",sim
3151776,"Já estou prontinha aqui, grupo de mulher solteira.",sim
3151798,Linda mulher cheia de carinho.,sim
3151861,"Essa mina bonitinha, com cara de patricinha.",sim
3151865,"Onde chega ela causa, essa mulher é danada.",sim
3151894,Jogando charme ela é fenomenal.,sim
3151986,"Ela é forte e guerreira, linda mulher lutadora.",sim
3151987,Da juventude ela é incentivadora.,sim
3151992,"Ela é potente,cheia de energia.",sim
3152046,É a mulher brasileira.,sim
3152197,A minha amiga é uma mulher muito bela.,sim
3152203,"Sabe bem assar o pão, pra ela ela é só alegria.",sim
3152204,"Ela é feliz, ela é potencial.",sim
3152214,Ele está decepcionado muito frágil e cansado.,sim
3152439,Querida menina bonita quero te amar.,sim
3153702,ME FEZ UMA MULHER REALIZADA E ME TIROU TODAS AS DÚVIDAS DO AMOR.,sim
3153844,Bem vestido e perfumado as meninas ficam loucas.,sim
3154935,"Mulher safada, diga que negócio é esse.",sim
3155152,A garota file.,sim
3155191,Menina bom polegá.,sim
3156485,Princesa linda e bela ainda bem que te encontrei.,sim
3157702,Ela é glamourosa e está com tudo em cima.,sim
3157841,Menina bonita com cheiro de rosa.,sim
3157876,Ele é pequenininho mas ocupa a imensidão.,sim
3159009,Essa mulher perigosa.,sim
3159073,Esse coroa tá melhor que rapaz novo.,sim
3159384,Quero ver moça bonita no meu forrozão.,sim
3159478,Minha mulher tá ficando injuriada.,sim
3159837,Ela é filhinha de papai.,sim
3159843,Ela é insana.,sim
3159850,Ela é safadinha..,sim
3159852,Minha princesa é safadinha.,sim
3160099,Menina cheia de mistério.,sim
3160116,Ela chegou correndo demais imprudente bateu arrebentou meu peito.,sim
3160788,Um homem apaixonado é perigoso um leão faminto.,sim
3160791,Um homem apaixonado é perigoso perde as estribeiras.,sim
3160971,E ele é o amor.,sim
3161991,pelo menos uma mulher foi estuprada.,sim
3162001,"Essa é a historia de toda mulher brasileira"".",sim
3162070,"E onde tem mulher boa, gosto de andar todo dia.",sim
3163347,"Essa mulher é uma loucura em minha vida,.",sim
3164015,Que uma mulher carente há de esperar.,sim
3165163,Um homem sério para me levar pra cama.,sim
3165238,"Ela é boa, ai que tesão.",sim
3166482,mulher sozinha e carente por ae.,sim
3167078,Quer fazer o homem feliz (Vaquejada) – Aviões.,sim
3167100,"Quer fazer o homem feliz, caia por cima de mim..",sim
3167110,"Quer fazer o homem feliz, caia por cima de mim.",sim
3167295,"Que avião, que avião eita que mina gostosa.",sim
3167963,Porteiro ingrato nao vivo sem ela sou doido por ela.,sim
3168274,Se for ruim ele é um santo.,sim
3168367,Homens assim são tão fáceis de encontrar (2x).,sim
3168606,Quanta mulher bonita.,sim
3169224,uma mulher carente a te esperar.,sim
3169746,Deixa que ele tá bem melhor do que eu.,sim
3170315,"Whisky do bom,e mulher bonita.",sim
3170323,Quando a vi ouvindo rap disse ela é funkeira..,sim
3170327,"É linda, se garante no que faz, ela é maravilhosa, ela.",sim
3170329,"É linda e se garante no que faz, ela é maravilhosa,.",sim
3170333,Ela é coisa de louco não é brincadeira.,sim
3170336,Mas o que a deixa mais gostosa é que ela é forrozeira.,sim
3170345,"Tal mulher maravilhosa, que mulher faceira.",sim
3170360,"É linda e se garante no que faz, ela é maravilhosa.",sim
3170371,"Mas ela é linda, linda, linda,se garante no que faz, é.",sim
3170420,Mulher sensual.,sim
3170766,que ela anda quase nua.,sim
3170771,Olha essa menina é uma loucura.,sim
3170773,essa menina é perdição.,sim
3171069,"Mamãe tá dodoi, papai dá beijinho que passa [x3].",sim
3171255,"Porque ela é top, ela é massa.",sim
3172857,"Menino tão lindo, não se preocupe.",sim
3173429,"O homem sério para me levar pra cama,fazer amor,ser sua dona, o homem que entenda o coração de uma mulher, que não me usa e não nem troque por uma qualquer.",sim
3173730,Vem fazendo carinha de menino inocente.,sim
3175268,Uma mulher cheirosa tão linda como a flor.,sim
3176057,Menina moça linda.,sim
3177056,Atenção senhores responsáveis.,sim
3177114,Moça menina......,sim
3177144,Como te amei moça menina......,sim
3177186,Moça menina....,sim
3177816,Ela é menina ela é senhora.,sim
3177883,Pra mim ele é maior.,sim
3178203,"AMELINHA, disco ""Mulher nova bonita e carinhosa.",sim
3178702,Ele é o número um.,sim
3178722,"E aonde tem mulher boa, gasto grana todo dia.",sim
3178930,Mas não criei moça nobre pra pé rapado de vaqueiro.,sim
3179057,"Teu abraço me esquenta, seu cheiro me alimenta ô mulher querida amada..",sim
3179110,Que ela é prima de maria gasolina.,sim
3179556,Uma menina já mulher.,sim
3179565,Ele sabe que ela ta afim.,sim
3179618,Que essa mina é preparada.,sim
3180047,Ela é linda de cara.,sim
3180060,Se a mulher é uma fera.,sim
3180304,Beleza moça bonita.,sim
3180427,um dia uma mulher feliz.,sim
3180948,Eu tento ser uma mulher forte.,sim
3181284,Ele é bandido desobedeçe.,sim
3181908,Sou donzela sou mulher.,sim
3182653,Que pedaço de menina bela.,sim
3182677,Quantos homens eram inverno outros verão?.,sim
3182733,"Ele chegou enfurecido, ele é demais.",sim
3184310,Dizendo que ela é casada.,sim
3184336,Mas como ela é casada.,sim
3184371,"Menina nova e sensata, desses corpinhos de viola.",sim
3184381,"Perguntando aonde foi, aquela mulher ingrata.",sim
3184532,"Ela é rameira, mas me dá de tudo,.",sim
3184534,"Ela é rameira, de sexta à domingo,.",sim
3184561,A mulher famosa e bela.,sim
3184566,A mulher linda coxuda.,sim
3184984,"Mulher bonita foi, é e será a minha perdição.",sim
3185064,Essa menina é filha de fazendeiro.,sim
3185221,Moça bonita da saia rodada.,sim
3185226,"Dama perfeita, se move de um jeito.",sim
3185239,"Moça pequena, cheirando açucena.",sim
3185488,"Ela não é sua dona, eu amo você.",sim
3185581,Xandinho é doido por você.,sim
3185778,"Esse garoto é um avião,.",sim
3185995,Uma mulher sozinha e carente por aí é perigoso demais.,sim
3187075,Sei que ele ainda bate forte por nós dois.,sim
3187309,Uma mulher feliz mas quando certa vez.,sim
3187332,Sou menino sonhador.,sim
3187902,Eu sou uma garota cega.,sim
3187973,"Mulher bonita, cerveja e festa de peão.",sim
3188335,Ela é comprometida e ninguém vai entender.,sim
3189437,No calor de uma menina é impossível ficar só.,sim
3190235,Ela é a parte mais bonita da cidade.,sim
3190722,Só com você eu sou uma mulher feliz.,sim
3191735,De apaixonada fui pra mãe solteira.,sim
3191807,Ela pode estar solteira.,sim
3191945,Que eu sou a sua musa preferida.,sim
3192064,É ele é o amor.,sim
3192418,Tô querendo encontrar um homem romântico.,sim
3192432,"O homem ideal, aquele fatal.",sim
3192485,"Menina bacana que rola na cama,.",sim
3192573,se estiver com ela seja natural.,sim
3193902,Pois homem incompetente burro não sabe o que faz.,sim
3194730,Ele é metido a ser galã.,sim
3196094,"Homem é feito lata, é feito lata.",sim
3196135,Homem é biscoito.,sim
3197137,Bebe ela quente.,sim
3197845,"Adoro mulher bonita, forró e festa de gado.",sim
3197860,Forró com mulher bonita vaqueiro não fica só.,sim
3197877,Você lambendo meu corpo é meu homem animal.,sim
3197890,"Voê é meu fila brasileiro, meu homem animal.",sim
3198669,Ela é diarista.,sim
3200249,E ele tão inquocequente.,sim
3200265,E ele tão inconsequente.,sim
3200671,Menino é bom demais.,sim
3201148,E todo homem fica doido.,sim
3201150,Essas damas tão bonitas.,sim
3201151,São damas maravilhosas.,sim
3202560,"Eu digo e ela não acredita, ela é bonita demais.",sim
3202563,"Eu digo e ela não acredita, ela é bonita, é bonita
.",sim
3202573,"Eu digo e ela não acredita, ela é bonita, bonita.",sim
3202575,"Eu digo e ela não acredita, ela é bonita, bonita
.",sim
3202587,"Eu digo e ela não acredita, ela é bonita, é bonita.",sim
3203867,"Somos deusas, mulheres incríveis
.",sim
3204173,Rainha poderosa.,sim
3204178,Essa mulher é espetacular!.,sim
3204944,Olha ela solteira saindo a primeira vez.,sim
3204956,Essa mulher maravilhosa.,sim
3205079,E se ele fosse esse negão.,sim
3206006,Tá pensando que ela vai ficar quietinha.,sim
3206108,Sem beber ela é santinha.,sim
3207005,"Cuidado ela é muito perigosa, viu?
.",sim
3207184,Ela é flex.,sim
3207309,"Mas, ela é mandona.",sim
3207310,"Eh, ela é mandona
.",sim
3207315,Ela é mandona.,sim
3207316,"Eh, ela é mandona.",sim
3208025,mulher forte.,sim
3208060,Ela ela ela ela ela ela é onda do mar.,sim
3208061,Ela é a sereia.,sim
3208091,Ela ela ela ela ela ela é a onda do mar.,sim
3208245,"Rainha fica doce quando chega fevereiro
.",sim
3208787,"O homem sério que contava dinheiro, parou.",sim
3209882,"Mulher é pedra mó
.",sim
3210097,"Ela fica mais brasileira
.",sim
3210153,Só sou mais um homem preto.,sim
3211686,Ela cheia de pressa e ele descansando.,sim
3211817,João é bom igual a.,sim
3211844,João é amor e tradição.,sim
3212057,"Gil é genial, Gilberto é doutor.",sim
3212058,"Gil é jovial, Gilberto é senhor.",sim
3212059,"Gil é carnaval, Gilberto é rigor.",sim
3212060,"Gil é contralto, Gilberto é tenor
.",sim
3212063,"Gil é excelência, Gilberto é visor.",sim
3212064,"Gil é tropicalia, Gilberto é precursor
.",sim
3212069,"Gil é paz, Gilberto é lutador.",sim
3212070,"Gil é orquestra, Gilberto é condutor.",sim
3212071,"Gil é poesia, Gilberto é autor.",sim
3212072,"Gil é mundial, Gilberto é valor
.",sim
3212073,"Gil é violão, Gilberto é tambor.",sim
3212074,"Gil é união, Gilberto é tutor.",sim
3212078,"Gil é alegria, Gilberto é fulgor
.",sim
3212176,Ele é fruto de outras vidas.,sim
3212527,Olha que mulher faceira.,sim
3212529,Ela é flor que se cheira.,sim
3212531,Ela é minha sexta-feira.,sim
3213042,Porque ela é diferenciada.,sim
3213345,A Deusa gostosa.,sim
3213346,Rainha maravilhosa.,sim
3213363,Deusa cavalona.,sim
3213419,Vem cá meu menino gostoso.,sim
3213513,Osama já está cá livre e inabalar.,sim
3213579,"A massa dos homens normais
.",sim
3214102,"Este menino é um capitão de areia!
.",sim
3214219,"Cotovelo, segura cotovelo, menina cotovelo
.",sim
3214628,Se ele é feito fogo.,sim
3215022,Menina negra de rara beleza é nobreza.,sim
3215032,"Digue, digue, oi menina flor.",sim
3215888,A mãe preta do meu pensamento.,sim
3216040,Claudia é paixão.,sim
3218523,Ele larga a swingueira.,sim
3218622,Essa menina é graça.,sim
3218681,"Obra-prima, ela é rima.",sim
3218896,Brown aí é cheio de querer ser.,sim
3219000,"?Filho meu, não inveje o homem violento.",sim
3219166,O derlei era só mais um rapaz comum!.,sim
3219690,Eu sou apenas um rapaz latino americano.,sim
3219727,uma mina grávida.,sim
3219898,"Dos mano e das mina fraca,
.",sim
3219911,"Que ele não é neutro,.",sim
3219965,"Mãe solteira,.",sim
3220047,"Homem duro,.",sim
3220091,"Ana, sem palavra, a senhora é uma rainha, rainha.",sim
3220175,"A mulher mais linda, sensual e atraente,.",sim
3220303,"Homem é homem, mulher é mulher..",sim
3220396,A mina era virgem e ainda era menor..,sim
3220553,Juro pra senhora mãe que eu vou parar.,sim
3220839,Vê que ele é firmão igual um prego na areia.,sim
3220872,"E ela diz que é feliz, que ele é cabuloso.",sim
3221083,"Homem morto, cagueta, sem ser..",sim
3221178,"vagabundo o rei dos reis foi traído na terra "".",sim
3221179,""" morrer como o homem é o prêmio da guerra.",sim
3221565,"Acharam uma mina morta e estuprada,.",sim
3221598,Mas bem antes da ressaca ele foi julgado..,sim
3221601,"Ele ficou bem feio, não tiveram dó..",sim
3221689,Homem mulato aparentando entre vinte.,sim
3221865,Mãe angustiada filho problemático.,sim
3222062,"Ela era princesa eu era o plebeu,.",sim
3222078,"A mais bonita da escola rainha passista,.",sim
3222092,Que mina cabulosa olha só que conversa..,sim
3222158,"Ele é safado,.",sim
3222461,"agora a mina grávida, o que se vai fazer?.",sim
3222843,E ele tava friozão.,sim
3223208,vi um homem chorar/.,sim
3223273,"Vi uma mina bonita, discreta/.",sim
3223278,Vi uma tia crente em pé cansada/.,sim
3223385,"Homem bom, homem bomba, sou mal, não faco jus.",sim
3223997,"Mulher alheia é sagrada, e é isso aí.",sim
3224127,I da licença se da licença ó que mina cabulosa desligou.,sim
3224378,Ele é feliz e tem o que sempre quis.,sim
3224433,Ele está diferente não é mais como antes.,sim
3224612,"Mil faces de um homem leal (2x)
.",sim
3224855,"Ela é preta da cor loira no cabelo, Ela é 1 hora e meia.",sim
3224877,Ela é frenética hipinotizou.,sim
3224888,"Ela é manta, é nagô, é ioruba, Ela é vingativa, Ela é de matar !!!.",sim
3224900,"Ela é zica na cena, Ela é glamour,.",sim
3224928,"vendo muleque, Ela foi capaz.",sim
3225011,"Mulheres vulgares, uma noite e nada mais..",sim
3225065,"Mulheres vulgares, (o quê) uma noite e nada mais!.",sim
3225264,Mas um menino confuso..,sim
3225618,Acabar com delinquentes eles acham ótimo.,sim
3226197,Rapaz comum..,sim
3226408,E a quanto tempo o homem já não era violento.,sim
3226442,Poderia ser melhor mas ele é tão ruim..,sim
3226853,"Aí você vai vê nego, qual é que é se ela é a guerreira.",sim
3227998,Ela está farta de tudo que anda ocorrendo.,sim
3228330,Não tem diferença do homem moderno.,sim
3228369,"Não tem diferença do homem moderno
.",sim
3228416,Ela não é piriguete.,sim
3228490,"Habilidosa, mina habilidosa.",sim
3228789,"Muleque é noix 7, caboclo é noix 8
.",sim
3229124,Ela é zero-bala.,sim
3229126,"Ela é calmaria, depois da tormenta.",sim
3229127,"Ela é mistura, piracema
.",sim
3229738,Maria é mãe e pai e é filha também.,sim
3230572,Olha o menino está perdido por inteiro.,sim
3230574,"E o menino tá perdido, tá perdido na ilusão.",sim
3231506,"Eliane, você é para mim uma mina importante.",sim
3232786,Ela é linda e como eu fico bem..,sim
3232791,"Ela é linda...




.",sim
3232919,Ela é linda...,sim
3233305,"Que ela é avó
.",sim
3234382,"Mulheres lindas esperando só
.",sim
3234405,"Mulheres linda
.",sim
3235082,"Homem é o coração e não seu o diploma
.",sim
3235226,Sei que sou capaz um homem fugaz e sem capataz aqui em.,sim
3235354,Por isso não me iludo ela é a base de tudo.,sim
3236439,"Não é minha metade, ela já é completa.",sim
3236440,"E de maturidade, pensa na mina esperta.",sim
3236503,"Pra mim ele é o ar, (o ar) que asfixia a dor.",sim
3236842,ELE é presente.,sim
3237687,"Neste universo falso, comandado por homens falsos.",sim
3237748,Quero ser diferente de outro homem comum.,sim
3237798,Vem menina linda vem dançar.,sim
3238584,Agora ela é ruim.,sim
3238903,nois tá rico varios pente preparado.,sim
3238906,"Da melhor forma os menino tá bolado
.",sim
3239389,"Ela age igual dama, mente que me ama.",sim
3239578,"Ela é capaz, faz e não se intimida.",sim
3239788,"esta donzela cristã !)
.",sim
3239838,"Falo de mulher bonita, caboclinha lá da roça.",sim
3239839,"Não gosto de valentia, pois todo homem valente.",sim
3239844,"Homem sozinho não presta, gasta tudo em farra.",sim
3239942,"Homem magro, manda embora!.",sim
3240297,Eu não sou homem sou um anjo eu.,sim
3241567,"Sim, eu amo meu bem, ela é minha namorada.",sim
3241803,Um homem novo abriu meus devaneios.,sim
3241902,"Ela é carioca
.",sim
3241903,"Ela é carioca, Ela é carioca.",sim
3244220,Não vai ter mulher pobre ao meu redor.,sim
3244652,Abraão são valentes pra danar.,sim
3245407,Lelê tá doente.,sim
3245432,Mas ele está muito doente.,sim
3245586,Cujas glórias hão de colher os homens grandes.,sim
3245994,Primeiro amor menina flor.,sim
3245997,"Não, menino triste.",sim
3246001,Durma menino triste.,sim
3246005,Sabe menino triste.,sim
3246009,Olhe menino triste.,sim
3248974,Que mulheres muito invejosas fazem de tudo para tira-lo de mim?.,sim
3251673,"Vejam só, eles não são capazes.",sim
3253007,Mulher demônio!.,sim
3255518,"Ele é o não e o sim
.",sim
3258252,Fui eu que vi um homem foda em um fracassado.,sim
3258448,Ela já é grandinha e dona do seu próprio nariz.,sim
3261627,O menino ia garboso.,sim
3261757,Mulher também é guerreira.,sim
3264029,Ela é feita de espinhos.,sim
